SSN;File;Priority;Line;Description;Rule set;Rule
s2134896;Tutorial2018/s246118dir/genJava/source/P4WCIprojectin1file.pde;3;13;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2134896;Tutorial2018/s246118dir/genJava/source/P4WCIprojectin1file.pde;3;44;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2134896;Tutorial2018/s246118dir/genJava/source/P4WCIprojectin1file.pde;3;57;Avoid variables with short names like m;Naming;ShortVariable
s2134896;Tutorial2018/s246118dir/genJava/source/P4WCIprojectin1file.pde;3;67;Avoid variables with short names like f;Naming;ShortVariable
s2134896;Tutorial2018/s246118dir/genJava/source/P4WCIprojectin1file.pde;3;85;The method display is too long, 34 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;116;Do not use global event variable mouseX in method display, display is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;116;Do not use global event variable mouseY in method display, display is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;161;Do not use global event variable mouseX in method mouseClick, mouseClick is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;161;Do not use global event variable mouseY in method mouseClick, mouseClick is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;167;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;187;An empty statement (semicolon) not part of a loop;Empty Code;EmptyStatementNotInLoop
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;20;Do not use literals for pixels for rect(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;55;The method display is too long, 77 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;85;Do not use global event variable mouseX in method display, display is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2134861;Tutorial2018/s249296dir/genJava/source/P4WCIprojectin1file.pde;3;85;Do not use global event variable mouseY in method display, display is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;1;47;Variables should start with a lowercase character, 'M' starts with uppercase character.;Naming;VariableNamingConventions
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;1;7;Variables should start with a lowercase character, 'Counter' starts with uppercase character.;Naming;VariableNamingConventions
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;3;152;Class counter does not declare any fields. The class should be removed by moving methods to the global scope.;Processing Ruleset;StatelessClassRule
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;3;152;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;3;46;Each class should declare at least one constructor;Controversial;AtLeastOneConstructor
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;3;46;The class 'Fox' appears to be very complex. Consider simplifying it, or breaking it up.;Code Size;StdCyclomaticComplexity
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;3;47;Avoid variables with short names like M;Naming;ShortVariable
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;3;64;The method 'display' appears to be very complex. Consider simplifying it, or breaking it up.;Code Size;StdCyclomaticComplexity
s2161702;Tutorial2018/s248543dir/genJava/source/P4WCIprojectin1file.pde;3;64;The method display is too long, 78 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2157993;Tutorial2018/s249117dir/genJava/source/P4WCIprojectin1file.pde;3;64;The method display is too long, 33 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2153270;Tutorial2018/s249287dir/genJava/source/P4WCIprojectin1file.pde;3;179;Avoid variables with short names like a1;Naming;ShortVariable
s2153270;Tutorial2018/s249287dir/genJava/source/P4WCIprojectin1file.pde;3;180;Avoid variables with short names like a2;Naming;ShortVariable
s2153270;Tutorial2018/s249287dir/genJava/source/P4WCIprojectin1file.pde;3;59;Do not use literals for pixels for rect(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2153270;Tutorial2018/s249287dir/genJava/source/P4WCIprojectin1file.pde;3;72;Do not use global event variable mouseX in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2153270;Tutorial2018/s249287dir/genJava/source/P4WCIprojectin1file.pde;3;72;Do not use global event variable mouseY in method draw, draw is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;103;The method keyPressed is too long, 34 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;184;Do not use literals for pixels for rect(float*, float*, float, float) inside method display.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;186;Do not use literals for pixels for rect(float*, float*, float, float) inside method display.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;199;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;1;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;223;The method display is too long, 40 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;338;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;354;Field gravity has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;3;Avoid variables with short names like bg;Naming;ShortVariable
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;53;The method draw is too long, 42 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2164779;Tutorial2018/s248779dir/genJava/source/P4WCIprojectin1file.pde;3;99;Avoid variables with short names like n;Naming;ShortVariable
s2091003;Tutorial2018/s249074dir/genJava/source/P4WCIprojectin1file.pde;1;228;Method names should not contain underscores;Naming;MethodNamingConventions
s2091003;Tutorial2018/s249074dir/genJava/source/P4WCIprojectin1file.pde;3;108;The method display is too long, 25 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2168634;Tutorial2018/s249489dir/genJava/source/P4WCIprojectin1file.pde;1;2;Variables that are final and static should be all capitals, 'maxgems' is not all capitals.;Naming;VariableNamingConventions
s2168634;Tutorial2018/s249489dir/genJava/source/P4WCIprojectin1file.pde;3;152;Avoid variables with short names like mx;Naming;ShortVariable
s2168634;Tutorial2018/s249489dir/genJava/source/P4WCIprojectin1file.pde;3;152;Avoid variables with short names like my;Naming;ShortVariable
s2168634;Tutorial2018/s249489dir/genJava/source/P4WCIprojectin1file.pde;3;55;The method display is too long, 41 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2095580;Tutorial2018/s248620dir/genJava/source/P4WCIprojectin1file.pde;1;40;Variables should start with a lowercase character, 'Ypos' starts with uppercase character.;Naming;VariableNamingConventions
s2095580;Tutorial2018/s248620dir/genJava/source/P4WCIprojectin1file.pde;1;42;Variables should start with a lowercase character, 'Color' starts with uppercase character.;Naming;VariableNamingConventions
s2095580;Tutorial2018/s248620dir/genJava/source/P4WCIprojectin1file.pde;3;28;Do not use literals for pixels for rect(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;1;187;Method names should not start with capital letters;Naming;MethodNamingConventions
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;2;187;Avoid reassigning parameters such as 'theItemRad';Design;AvoidReassigningParameters
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;169;Do not use global event variable keyPressed in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;170;Do not use global event variable key in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;174;Do not use global event variable mousePressed in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;174;Do not use global event variable mouseY in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;177;Do not use global event variable keyPressed in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;178;Do not use global event variable key in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;182;Do not use global event variable mousePressed in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;182;Do not use global event variable mouseY in method moveUpDown, moveUpDown is not part of the event handling methods.;Processing Ruleset;DecentralizedEventHandlingRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;194;Do not change global variable health from method TadpolefeelsItem, TadpolefeelsItem is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;1;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;61;Do not change global variable bottle from method draw, draw is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2155486;Tutorial2018/s249365dir/genJava/source/P4WCIprojectin1file.pde;3;95;Do not change global variable score from method jumpBackToStart, jumpBackToStart is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2174200;Tutorial2018/s249082dir/genJava/source/P4WCIprojectin1file.pde;1;160;Variables should start with a lowercase character, 'Xmouse' starts with uppercase character.;Naming;VariableNamingConventions
