@relation test

@attribute text string
@attribute ClassArff {correct,PixelHardcodeIgnoranceRule,LongMethodRule,SimplifyBooleanExpressions,IfElseStmtsMustUseBraces,VariableNamingConventions,DecentralizedEventHandlingRule,DrawingStateChangeRule,ShortVariable,TooManyFields,DecentralizedDrawingRule,EmptyIfStmt,AtLeastOneConstructor,LongParameterListRule,IfStmtsMustUseBraces,AvoidFieldNameMatchingMethodName,StdCyclomaticComplexity,AvoidFieldNameMatchingTypeName,EmptyStatementNotInLoop,StatelessClassRule,UncommentedEmptyConstructor,MethodNamingConventions,ForLoopsMustUseBraces,FieldDeclarationsShouldBeAtStartOfClass,UnusedFormalParameter,AvoidReassigningParameters,AvoidDeeplyNestedIfStmts,IdempotentOperations}

@data
'{    strokeWeight(5 * M);    float coord1x = beginX;    float coord2x = beginX - M * 40;    float coord3x = beginX - M * 40;    float coord4x = beginX - M * 60;    float coord5x = beginX + M * 40;    float coord6x = beginX + M * 140;    float coord7x = beginX + M * 120;    float coord8x = beginX + M * 120;    float coord9x = beginX + M * 80;    float coord1y = beginY;    float coord2y = beginY - M * 40;    float coord3y = beginY + M * 40;    float coord4y = beginY + M * 60;    float coord5y = beginY + M * 160;    float coord6y = beginY + M * 60;    float coord7y = beginY + M * 40;    float coord8y = beginY - M * 40;    float coord9y = beginY;    float lEyeX = beginX;    float rEyeX = beginX + M * 80;    float lEyeY = beginY + M * 40;    float rEyeY = beginY + M * 40;    stroke(colorr, colorg, colorb, alpha);    noFill();    beginShape();    vertex(coord1x, coord1y);    vertex(coord2x, coord2y);    vertex(coord3x, coord3y);    vertex(coord4x, coord4y);    vertex(coord5x, coord5y);    vertex(coord6x, coord6y);    vertex(coord7x, coord7y);    vertex(coord8x, coord8y);    vertex(coord9x, coord9y);    vertex(coord1x, coord1y);    vertex(coord3x, coord3y);    vertex(coord5x, coord5y);    vertex(coord7x, coord7y);    vertex(coord9x, coord9y);    endShape();    // makes the eyes open and close    if (alpha >= 0 && alpha <= 150) {        // left eye        noFill();        arc(lEyeX, lEyeY, M * 25, M * 35, 0, 1.3f * PI, CHORD);        // right eye        noFill();        arc(rEyeX, rEyeY, M * 25, M * 35, -.3f * PI, PI, CHORD);    } else {        // sleep left eye        noFill();        arc(lEyeX, lEyeY, M * 25, M * 35, .25f * PI, PI);        // sleep right eye        noFill();        arc(rEyeX, rEyeY, M * 25, M * 35, 0, .75f * PI);    }    // changes the color of the fox smoothly    if (millis() - timer >= 10) {        colorr = colorr + random(-5, 5);        colorg = colorg + random(-5, 5);        colorb = colorb + random(-5, 5);        alpha = alpha + random(0, 3);        timer = millis();    }    // with this the rgb values cant go under 0    if (colorr < 0) {        colorr = colorr + 10;    }    if (colorg < 0) {        colorg = colorg + 10;    }    if (colorb < 0) {        colorb = colorb + 10;    }    if (alpha < -60) {        alpha = alpha + 50;    }    // with this the rgb values cant go over 255    if (colorr > 255) {        colorr = colorr - 10;    }    if (colorg > 255) {        colorg = colorg - 10;    }    if (colorb > 255) {        colorb = colorb - 10;    }    if (alpha > 255) {        alpha = -50;    }    if (alpha <= 0 && alpha >= -5) {        beginX = random(minOffsetX, (maxOffsetX - 40 * M));        beginY = random(minOffsetY, (maxOffsetY - 40 * M));        M = random(.05f, .3f);    }}',LongMethodRule
'counter Counter = new counter();',correct
'counter',correct
'{    foxesCreated = foxesCreated + 10;}',correct
'float coord9y = beginY',correct
'alpha = alpha + 50;',correct
'alpha <= 0',correct
'float rEyeY = beginY + M * 40;',correct
'// left eyenoFill();',correct
'float coord3x = beginX - M * 40',correct
'colorr + 10',correct
'lEyeX = beginX',correct
'endShape()',correct
'foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100',correct
'width - 25',correct
'rect(width - 100, height - 100, 50, 50);',correct
'i = 0',correct
'{    foxesCreated--;}',correct
'{    strokeWeight(1);    stroke(0);    textAlign(CENTER);    textSize(20);    text(foxesCreated, width - 25, height - 100);    fill(0, 255, 0);    rect(width - 50, height - 100, 50, 50);    rect(width - 50, height - 50, 50, 50);    rect(width - 100, height - 50, 50, 50);    rect(width - 100, height - 100, 50, 50);    fill(0);    text("+1", width - 25, height - 70);    text("+10", width - 75, height - 70);    text("-1", width - 25, height - 15);    text("clear", width - 75, height - 15);}',correct
'"+10"',correct
'arc(rEyeX, rEyeY, M * 25, M * 35, -.3f * PI, PI, CHORD)',correct
'mouseY < height - 50',correct
'fill(0, 255, 0)',correct
'colorg = colorg - 10;',correct
'{    foxes[i] = new Fox();}',correct
'float coord5y = beginY + M * 160;',correct
'colorr > 255',correct
'foxesCreated > 0 && mouseX < width - 50 && mouseX > width - 100 && mouseY < height && mouseY > height - 50',correct
'float coord2x = beginX - M * 40;',correct
'{    background(255);    for (int i = 0; i < foxesCreated; i++) {        foxes[i].display();    }    Counter.display();}',correct
'foxesCreated > 0 && mouseX < width - 50 && mouseX > width - 100',correct
'void display() {    strokeWeight(5 * M);    float coord1x = beginX;    float coord2x = beginX - M * 40;    float coord3x = beginX - M * 40;    float coord4x = beginX - M * 60;    float coord5x = beginX + M * 40;    float coord6x = beginX + M * 140;    float coord7x = beginX + M * 120;    float coord8x = beginX + M * 120;    float coord9x = beginX + M * 80;    float coord1y = beginY;    float coord2y = beginY - M * 40;    float coord3y = beginY + M * 40;    float coord4y = beginY + M * 60;    float coord5y = beginY + M * 160;    float coord6y = beginY + M * 60;    float coord7y = beginY + M * 40;    float coord8y = beginY - M * 40;    float coord9y = beginY;    float lEyeX = beginX;    float rEyeX = beginX + M * 80;    float lEyeY = beginY + M * 40;    float rEyeY = beginY + M * 40;    stroke(colorr, colorg, colorb, alpha);    noFill();    beginShape();    vertex(coord1x, coord1y);    vertex(coord2x, coord2y);    vertex(coord3x, coord3y);    vertex(coord4x, coord4y);    vertex(coord5x, coord5y);    vertex(coord6x, coord6y);    vertex(coord7x, coord7y);    vertex(coord8x, coord8y);    vertex(coord9x, coord9y);    vertex(coord1x, coord1y);    vertex(coord3x, coord3y);    vertex(coord5x, coord5y);    vertex(coord7x, coord7y);    vertex(coord9x, coord9y);    endShape();    // makes the eyes open and close    if (alpha >= 0 && alpha <= 150) {        // left eye        noFill();        arc(lEyeX, lEyeY, M * 25, M * 35, 0, 1.3f * PI, CHORD);        // right eye        noFill();        arc(rEyeX, rEyeY, M * 25, M * 35, -.3f * PI, PI, CHORD);    } else {        // sleep left eye        noFill();        arc(lEyeX, lEyeY, M * 25, M * 35, .25f * PI, PI);        // sleep right eye        noFill();        arc(rEyeX, rEyeY, M * 25, M * 35, 0, .75f * PI);    }    // changes the color of the fox smoothly    if (millis() - timer >= 10) {        colorr = colorr + random(-5, 5);        colorg = colorg + random(-5, 5);        colorb = colorb + random(-5, 5);        alpha = alpha + random(0, 3);        timer = millis();    }    // with this the rgb values cant go under 0    if (colorr < 0) {        colorr = colorr + 10;    }    if (colorg < 0) {        colorg = colorg + 10;    }    if (colorb < 0) {        colorb = colorb + 10;    }    if (alpha < -60) {        alpha = alpha + 50;    }    // with this the rgb values cant go over 255    if (colorr > 255) {        colorr = colorr - 10;    }    if (colorg > 255) {        colorg = colorg - 10;    }    if (colorb > 255) {        colorb = colorb - 10;    }    if (alpha > 255) {        alpha = -50;    }    if (alpha <= 0 && alpha >= -5) {        beginX = random(minOffsetX, (maxOffsetX - 40 * M));        beginY = random(minOffsetY, (maxOffsetY - 40 * M));        M = random(.05f, .3f);    }}',StdCyclomaticComplexity
'new Fox[FOXES]',correct
'rEyeX = beginX + M * 80',correct
'beginShape()',correct
'float coord7x = beginX + M * 120',correct
'rect(width - 100, height - 50, 50, 50);',correct
'void setup() {    frameRate(120);    for (int i = 0; i < FOXES; i++) {        foxes[i] = new Fox();    }}',correct
'text("clear", width - 75, height - 15);',correct
'strokeWeight(1)',correct
'float colorb = 125;',correct
'arc(lEyeX, lEyeY, M * 25, M * 35, 0, 1.3f * PI, CHORD)',correct
'text("-1", width - 25, height - 15);',correct
'{    beginX = random(minOffsetX, (maxOffsetX - 40 * M));    beginY = random(minOffsetY, (maxOffsetY - 40 * M));    M = random(.05f, .3f);}',correct
'lEyeY = beginY + M * 40',correct
'foxes[i] = new Fox()',correct
'beginY = random(minOffsetY, maxOffsetY) - 40 * M',correct
'40 * M',correct
'colorr = colorr + 10;',correct
'1.3f',correct
'float colorr = 125;',StdCyclomaticComplexity
'beginY = random(minOffsetY, (maxOffsetY - 40 * M));',correct
'coord2x = beginX - M * 40',correct
'vertex(coord1x, coord1y);',correct
'foxesCreated + 10',correct
'alpha = -50;',correct
'height - 120 * M',correct
'{    colorr = colorr + 10;}',correct
'foxesCreated < foxes.length && mouseX < width && mouseX > width - 50 && mouseY < height - 50 && mouseY > height - 100',correct
'coord9x = beginX + M * 80',correct
'float coord4x = beginX - M * 60;',correct
'coord4x = beginX - M * 60',correct
'vertex(coord9x, coord9y);',correct
'5 * M',correct
'M * 120',correct
'beginX + M * 80',correct
'new Fox()',correct
'text(foxesCreated, width - 25, height - 100);',correct
'void',LongMethodRule
'110 * M',correct
'float coord1x = beginX',correct
'-5',correct
'colorb = colorb + random(-5, 5)',correct
'foxesCreated > 0 && mouseX < width - 50 && mouseX > width - 100 && mouseY < height',correct
'float minOffsetX = 110 * M;',StdCyclomaticComplexity
'// right eyenoFill();',correct
'colorr - 10',correct
'mouseX < width - 50',correct
'coord9y = beginY',correct
'width - 110 * M',correct
'alpha >= 0',correct
'colorr = 125',correct
'colorg < 0',correct
'noFill();',correct
'float lEyeY = beginY + M * 40;',correct
'foxes[i]',correct
'if (colorb > 255) {    colorb = colorb - 10;}',correct
'coord7x = beginX + M * 120',correct
'beginShape();',correct
'foxesCreated + foxes.length',correct
'{    colorg = colorg - 10;}',correct
'foxesCreated > 0 && mouseX < width - 50',correct
'colorr = colorr + 10',correct
'text("-1", width - 25, height - 15)',correct
'vertex(coord9x, coord9y)',correct
'height - 70',correct
'M * 140',correct
'// Rover Vos S2161702 //<>// //<>// //<>//',correct
'if (colorg > 255) {    colorg = colorg - 10;}',correct
'void mouseClicked() {    if (foxesCreated > 0 && mouseX < width && mouseX > width - 50 && mouseY < height && mouseY > height - 50) {        foxesCreated--;    }    if (foxesCreated < foxes.length && mouseX < width && mouseX > width - 50 && mouseY < height - 50 && mouseY > height - 100) {        foxesCreated++;    }    if (foxesCreated > 0 && mouseX < width - 50 && mouseX > width - 100 && mouseY < height && mouseY > height - 50) {        foxesCreated = 0;    }    if (foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100 && foxesCreated > foxes.length - 10) {        foxesCreated = foxesCreated + foxes.length - foxesCreated;    }    if (foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100) {        foxesCreated = foxesCreated + 10;    }}',correct
'colorg = colorg + 10;',correct
'// sleep right eyenoFill();',correct
'mouseX > width - 100',correct
'vertex(coord4x, coord4y)',correct
'coord5x = beginX + M * 40',correct
'foxesCreated > 0 && mouseX < width && mouseX > width - 50 && mouseY < height && mouseY > height - 50',correct
'endShape();',correct
'float M = random(.05f, .3f);',ShortVariable
'millis() - timer',correct
'{    // sleep left eye    noFill();    arc(lEyeX, lEyeY, M * 25, M * 35, .25f * PI, PI);    // sleep right eye    noFill();    arc(rEyeX, rEyeY, M * 25, M * 35, 0, .75f * PI);}',correct
'vertex(coord5x, coord5y);',correct
'int foxesCreated = 0;',correct
'{    alpha = -50;}',correct
'timer = millis();',correct
'float coord3x = beginX - M * 40;',correct
'beginX + M * 40',correct
'float coord8x = beginX + M * 120',correct
'M * 160',correct
'foxesCreated--;',correct
'-.3f * PI',correct
'arc(rEyeX, rEyeY, M * 25, M * 35, -.3f * PI, PI, CHORD);',correct
'vertex(coord8x, coord8y)',correct
'strokeWeight(1);',correct
'coord8y = beginY - M * 40',correct
'rect(width - 50, height - 50, 50, 50)',correct
'background(255);',correct
'{    colorb = colorb + 10;}',correct
'textSize(20)',correct
'{    if (foxesCreated > 0 && mouseX < width && mouseX > width - 50 && mouseY < height && mouseY > height - 50) {        foxesCreated--;    }    if (foxesCreated < foxes.length && mouseX < width && mouseX > width - 50 && mouseY < height - 50 && mouseY > height - 100) {        foxesCreated++;    }    if (foxesCreated > 0 && mouseX < width - 50 && mouseX > width - 100 && mouseY < height && mouseY > height - 50) {        foxesCreated = 0;    }    if (foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100 && foxesCreated > foxes.length - 10) {        foxesCreated = foxesCreated + foxes.length - foxesCreated;    }    if (foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100) {        foxesCreated = foxesCreated + 10;    }}',correct
'{    colorr = colorr + random(-5, 5);    colorg = colorg + random(-5, 5);    colorb = colorb + random(-5, 5);    alpha = alpha + random(0, 3);    timer = millis();}',correct
'float coord2y = beginY - M * 40;',correct
'coord2y = beginY - M * 40',correct
'// makes the eyes open and closeif (alpha >= 0 && alpha <= 150) {    // left eye    noFill();    arc(lEyeX, lEyeY, M * 25, M * 35, 0, 1.3f * PI, CHORD);    // right eye    noFill();    arc(rEyeX, rEyeY, M * 25, M * 35, -.3f * PI, PI, CHORD);} else {    // sleep left eye    noFill();    arc(lEyeX, lEyeY, M * 25, M * 35, .25f * PI, PI);    // sleep right eye    noFill();    arc(rEyeX, rEyeY, M * 25, M * 35, 0, .75f * PI);}',correct
'// changes the color of the fox smoothlyif (millis() - timer >= 10) {    colorr = colorr + random(-5, 5);    colorg = colorg + random(-5, 5);    colorb = colorb + random(-5, 5);    alpha = alpha + random(0, 3);    timer = millis();}',correct
'colorr = colorr - 10;',correct
'foxes[i] = new Fox();',correct
'{    frameRate(120);    for (int i = 0; i < FOXES; i++) {        foxes[i] = new Fox();    }}',correct
'.75f',correct
'arc(lEyeX, lEyeY, M * 25, M * 35, 0, 1.3f * PI, CHORD);',correct
'float colorg = 125;',StdCyclomaticComplexity
'foxes = new Fox[FOXES]',correct
'float coord7y = beginY + M * 40',correct
'arc(lEyeX, lEyeY, M * 25, M * 35, .25f * PI, PI)',correct
'vertex(coord4x, coord4y);',correct
'float rEyeX = beginX + M * 80',correct
'float coord5x = beginX + M * 40;',correct
'float coord4y = beginY + M * 60',correct
'vertex(coord6x, coord6y);',correct
'foxes[i].display();',correct
'float rEyeX = beginX + M * 80;',correct
'// sleep left eyenoFill();',correct
'for (int i = 0; i < foxesCreated; i++) {    foxes[i].display();}',correct
'colorb - 10',correct
'alpha > 255',correct
'int timer = millis();',StdCyclomaticComplexity
'millis()',correct
'void draw() {    background(255);    for (int i = 0; i < foxesCreated; i++) {        foxes[i].display();    }    Counter.display();}',correct
'text("+10", width - 75, height - 70);',correct
'{    foxesCreated = foxesCreated + foxes.length - foxesCreated;}',correct
'colorr = colorr - 10',correct
'coord3y = beginY + M * 40',correct
'mouseY < height',correct
'if (foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100 && mouseY < height - 50 && mouseY > height - 100 && foxesCreated > foxes.length - 10) {    foxesCreated = foxesCreated + foxes.length - foxesCreated;}',correct
'.75f * PI',correct
'.25f * PI',correct
'// with this the rgb values cant go under 0if (colorr < 0) {    colorr = colorr + 10;}',correct
'if (colorb < 0) {    colorb = colorb + 10;}',correct
'Fox[] foxes = new Fox[FOXES];',correct
'rect(width - 50, height - 100, 50, 50)',correct
'float maxOffsetX = width - 110 * M;',StdCyclomaticComplexity
'foxesCreated < foxes.length',correct
'if (foxesCreated < foxes.length && mouseX < width && mouseX > width - 50 && mouseY < height - 50 && mouseY > height - 100) {    foxesCreated++;}',correct
'foxesCreated = foxesCreated + 10',correct
'float beginX = random(minOffsetX, maxOffsetX) - 40 * M;',correct
'frameRate(120)',correct
'foxesCreated = 0;',correct
'vertex(coord5x, coord5y)',correct
'colorg = colorg + 10',correct
'float coord4y = beginY + M * 60;',correct
'foxesCreated > 0 && mouseX < width',correct
'class counter {    void display() {        strokeWeight(1);        stroke(0);        textAlign(CENTER);        textSize(20);        text(foxesCreated, width - 25, height - 100);        fill(0, 255, 0);        rect(width - 50, height - 100, 50, 50);        rect(width - 50, height - 50, 50, 50);        rect(width - 100, height - 50, 50, 50);        rect(width - 100, height - 100, 50, 50);        fill(0);        text("+1", width - 25, height - 70);        text("+10", width - 75, height - 70);        text("-1", width - 25, height - 15);        text("clear", width - 75, height - 15);    }}',correct
'fill(0)',correct
'coord7y = beginY + M * 40',correct
'foxesCreated < foxes.length && mouseX < width && mouseX > width - 50 && mouseY < height - 50',correct
'maxOffsetX = width - 110 * M',correct
'frameRate(120);',correct
'vertex(coord3x, coord3y);',correct
'mouseY > height - 100',correct
'vertex(coord3x, coord3y)',correct
'vertex(coord7x, coord7y);',correct
'foxes.length',correct
'random(minOffsetX, (maxOffsetX - 40 * M))',correct
'random(minOffsetY, (maxOffsetY - 40 * M))',correct
'float rEyeY = beginY + M * 40',correct
'foxesCreated < foxes.length && mouseX < width - 50 && mouseX > width - 100',correct
'colorr < 0',correct
'rEyeY = beginY + M * 40',correct
'foxesCreated++;',correct
'float coord1y = beginY;',correct
'random(minOffsetY, maxOffsetY) - 40 * M',correct
'alpha = alpha + random(0, 3)',correct
'alpha = 125',correct
'foxesCreated < foxes.length && mouseX < width',correct
'noFill()',correct
'strokeWeight(5 * M);',correct
'// with this the rgb values cant go over 255if (colorr > 255) {    colorr = colorr - 10;}',correct
'textAlign(CENTER);',correct
'minOffsetY = 110 * M',correct
'class Fox {    float M = random(.05f, .3f);    float maxOffsetX = width - 110 * M;    float maxOffsetY = height - 120 * M;    float minOffsetX = 110 * M;    float minOffsetY = 110 * M;    float beginX = random(minOffsetX, maxOffsetX) - 40 * M;    float beginY = random(minOffsetY, maxOffsetY) - 40 * M;    float colorr = 125;    float colorg = 125;    float colorb = 125;    float alpha = 125;    int timer = millis();    void display() {        strokeWeight(5 * M);        float coord1x = beginX;        float coord2x = beginX - M * 40;        float coord3x = beginX - M * 40;        float coord4x = beginX - M * 60;        float coord5x = beginX + M * 40;        float coord6x = beginX + M * 140;        float coord7x = beginX + M * 120;        float coord8x = beginX + M * 120;        float coord9x = beginX + M * 80;        float coord1y = beginY;        float coord2y = beginY - M * 40;        float coord3y = beginY + M * 40;        float coord4y = beginY + M * 60;        float coord5y = beginY + M * 160;        float coord6y = beginY + M * 60;        float coord7y = beginY + M * 40;        float coord8y = beginY - M * 40;        float coord9y = beginY;        float lEyeX = beginX;        float rEyeX = beginX + M * 80;        float lEyeY = beginY + M * 40;        float rEyeY = beginY + M * 40;        stroke(colorr, colorg, colorb, alpha);        noFill();        beginShape();        vertex(coord1x, coord1y);        vertex(coord2x, coord2y);        vertex(coord3x, coord3y);        vertex(coord4x, coord4y);        vertex(coord5x, coord5y);        vertex(coord6x, coord6y);        vertex(coord7x, coord7y);        vertex(coord8x, coord8y);        vertex(coord9x, coord9y);        vertex(coord1x, coord1y);        vertex(coord3x, coord3y);        vertex(coord5x, coord5y);        vertex(coord7x, coord7y);        vertex(coord9x, coord9y);        endShape();        // makes the eyes open and close        if (alpha >= 0 && alpha <= 150) {            // left eye            noFill();            arc(lEyeX, lEyeY, M * 25, M * 35, 0, 1.3f * PI, CHORD);            // right eye            noFill();            arc(rEyeX, rEyeY, M * 25, M * 35, -.3f * PI, PI, CHORD);        } else {            // sleep left eye            noFill();            arc(lEyeX, lEyeY, M * 25, M * 35, .25f * PI, PI);            // sleep right eye            noFill();            arc(rEyeX, rEyeY, M * 25, M * 35, 0, .75f * PI);        }        // changes the color of the fox smoothly        if (millis() - timer >= 10) {            colorr = colorr + random(-5, 5);            colorg = colorg + random(-5, 5);            colorb = colorb + random(-5, 5);            alpha = alpha + random(0, 3);            timer = millis();        }        // with this the rgb values cant go under 0        if (colorr < 0) {            colorr = colorr + 10;        }        if (colorg < 0) {            colorg = colorg + 10;        }        if (colorb < 0) {            colorb = colorb + 10;        }        if (alpha < -60) {            alpha = alpha + 50;        }        // with this the rgb values cant go over 255        if (colorr > 255) {            colorr = colorr - 10;        }        if (colorg > 255) {            colorg = colorg - 10;        }        if (colorb > 255) {            colorb = colorb - 10;        }        if (alpha > 255) {            alpha = -50;        }        if (alpha <= 0 && alpha >= -5) {            beginX = random(minOffsetX, (maxOffsetX - 40 * M));            beginY = random(minOffsetY, (maxOffsetY - 40 * M));            M = random(.05f, .3f);        }    }}',correct
